Supplementary Data to
NGRIP Members, Nature 431, 147 - 151 (09 September 2004); doi:10.1038/nature02805


High resolution Climate Record of the Northern Hemisphere back into the last Interglacial Period

North Greenland Ice-Core Project (NorthGRIP) Members

In this text file we list the NGRIP oxygen 18 values as 50 year mean values
using the same preliminary age scale as in Figure 2c of the accompanying paper.
Data was measured against VSMOW at the Niels Bohr Institute for Astronomy, 
Physics and Geophysics, Department of Geophysics, University of Copenhagen.  
Accuracy of individual measurements is 0.07 %. 
The initial isotope data series is based on 5 cm continuous sampling from
surface to bottom of the core, or 61100 individual measurements.
Improved dating of the NGRIP core and additional data will be posted on 
our web site http://www.glaciology.gfy.ku.dk/ngrip/index_eng.htm when 
it becomes available.

Copenhagen June 6, 2004.
Sigfus J. Johnsen <sigfus@gfy.ku.dk>.


ss09sea age       Del 18O
years BP 2000	permille
 27450.000	  -43.72
 27500.000	  -43.72
 27500.000	  -43.82
 27550.000	  -43.82
 27550.000	  -43.85
 27600.000	  -43.85
 27600.000	  -44.84
 27650.000	  -44.84
 27650.000	  -44.20
 27700.000	  -44.20
 27700.000	  -44.58
 27750.000	  -44.58
 27750.000	  -44.05
 27800.000	  -44.05
 27800.000	  -44.15
 27850.000	  -44.15
 27850.000	  -44.48
 27900.000	  -44.48
 27900.000	  -43.75
 27950.000	  -43.75
 27950.000	  -44.70
 28000.000	  -44.70
 28000.000	  -43.59
 28050.000	  -43.59
 28050.000	  -43.78
 28100.000	  -43.78
 28100.000	  -44.28
 28150.000	  -44.28
 28150.000	  -43.20
 28200.000	  -43.20
 28200.000	  -43.23
 28250.000	  -43.23
 28250.000	  -40.58
 28300.000	  -40.58
 28300.000	  -40.33
 28350.000	  -40.33
 28350.000	  -40.45
 28400.000	  -40.45
 28400.000	  -40.36
 28450.000	  -40.36
 28450.000	  -39.02
 28500.000	  -39.02
 28500.000	  -40.23
 28550.000	  -40.23
 28550.000	  -42.50
 28600.000	  -42.50
 28600.000	  -43.60
 28650.000	  -43.60
 28650.000	  -44.37
 28700.000	  -44.37
 28700.000	  -44.08
 28750.000	  -44.08
 28750.000	  -44.54
 28800.000	  -44.54
 28800.000	  -43.71
 28850.000	  -43.71
 28850.000	  -44.13
 28900.000	  -44.13
 28900.000	  -44.32
 28950.000	  -44.32
 28950.000	  -43.65
 29000.000	  -43.65
 29000.000	  -43.51
 29050.000	  -43.51
 29050.000	  -44.14
 29100.000	  -44.14
 29100.000	  -45.07
 29150.000	  -45.07
 29150.000	  -44.35
 29200.000	  -44.35
 29200.000	  -45.82
 29250.000	  -45.82
 29250.000	  -44.57
 29300.000	  -44.57
 29300.000	  -45.22
 29350.000	  -45.22
 29350.000	  -44.39
 29400.000	  -44.39
 29400.000	  -44.15
 29450.000	  -44.15
 29450.000	  -44.31
 29500.000	  -44.31
 29500.000	  -44.51
 29550.000	  -44.51
 29550.000	  -44.06
 29600.000	  -44.06
 29600.000	  -43.98
 29650.000	  -43.98
 29650.000	  -44.83
 29700.000	  -44.83
 29700.000	  -44.47
 29750.000	  -44.47
 29750.000	  -45.11
 29800.000	  -45.11
 29800.000	  -44.22
 29850.000	  -44.22
 29850.000	  -44.37
 29900.000	  -44.37
 29900.000	  -45.09
 29950.000	  -45.09
 29950.000	  -43.74
 30000.000	  -43.74
 30000.000	  -44.04
 30050.000	  -44.04
 30050.000	  -44.88
 30100.000	  -44.88
 30100.000	  -43.76
 30150.000	  -43.76
 30150.000	  -43.35
 30200.000	  -43.35
 30200.000	  -43.83
 30250.000	  -43.83
 30250.000	  -42.23
 30300.000	  -42.23
 30300.000	  -42.37
 30350.000	  -42.37
 30350.000	  -43.00
 30400.000	  -43.00
 30400.000	  -43.85
 30450.000	  -43.85
 30450.000	  -43.12
 30500.000	  -43.12
 30500.000	  -43.65
 30550.000	  -43.65
 30550.000	  -44.24
 30600.000	  -44.24
 30600.000	  -44.21
 30650.000	  -44.21
 30650.000	  -43.66
 30700.000	  -43.66
 30700.000	  -43.89
 30750.000	  -43.89
 30750.000	  -43.58
 30800.000	  -43.58
 30800.000	  -43.28
 30850.000	  -43.28
 30850.000	  -44.29
 30900.000	  -44.29
 30900.000	  -44.13
 30950.000	  -44.13
 30950.000	  -43.22
 31000.000	  -43.22
 31000.000	  -43.74
 31050.000	  -43.74
 31050.000	  -44.21
 31100.000	  -44.21
 31100.000	  -43.46
 31150.000	  -43.46
 31150.000	  -43.08
 31200.000	  -43.08
 31200.000	  -44.40
 31250.000	  -44.40
 31250.000	  -43.69
 31300.000	  -43.69
 31300.000	  -44.02
 31350.000	  -44.02
 31350.000	  -43.95
 31400.000	  -43.95
 31400.000	  -43.09
 31450.000	  -43.09
 31450.000	  -43.68
 31500.000	  -43.68
 31500.000	  -43.39
 31550.000	  -43.39
 31550.000	  -44.07
 31600.000	  -44.07
 31600.000	  -43.65
 31650.000	  -43.65
 31650.000	  -43.96
 31700.000	  -43.96
 31700.000	  -43.40
 31750.000	  -43.40
 31750.000	  -43.57
 31800.000	  -43.57
 31800.000	  -41.55
 31850.000	  -41.55
 31850.000	  -41.70
 31900.000	  -41.70
 31900.000	  -40.61
 31950.000	  -40.61
 31950.000	  -40.30
 32000.000	  -40.30
 32000.000	  -40.43
 32050.000	  -40.43
 32050.000	  -40.40
 32100.000	  -40.40
 32100.000	  -39.94
 32150.000	  -39.94
 32150.000	  -39.88
 32200.000	  -39.88
 32200.000	  -38.92
 32250.000	  -38.92
 32250.000	  -42.28
 32300.000	  -42.28
 32300.000	  -43.91
 32350.000	  -43.91
 32350.000	  -43.81
 32400.000	  -43.81
 32400.000	  -44.18
 32450.000	  -44.18
 32450.000	  -44.26
 32500.000	  -44.26
 32500.000	  -43.77
 32550.000	  -43.77
 32550.000	  -44.17
 32600.000	  -44.17
 32600.000	  -44.69
 32650.000	  -44.69
 32650.000	  -45.14
 32700.000	  -45.14
 32700.000	  -43.84
 32750.000	  -43.84
 32750.000	  -42.97
 32800.000	  -42.97
 32800.000	  -43.48
 32850.000	  -43.48
 32850.000	  -43.68
 32900.000	  -43.68
 32900.000	  -43.81
 32950.000	  -43.81
 32950.000	  -43.26
 33000.000	  -43.26
 33000.000	  -43.21
 33050.000	  -43.21
 33050.000	  -43.56
 33100.000	  -43.56
 33100.000	  -44.19
 33150.000	  -44.19
 33150.000	  -43.14
 33200.000	  -43.14
 33200.000	  -41.10
 33250.000	  -41.10
 33250.000	  -40.38
 33300.000	  -40.38
 33300.000	  -39.92
 33350.000	  -39.92
 33350.000	  -39.66
 33400.000	  -39.66
 33400.000	  -39.82
 33450.000	  -39.82
 33450.000	  -39.78
 33500.000	  -39.78
 33500.000	  -39.03
 33550.000	  -39.03
 33550.000	  -41.04
 33600.000	  -41.04
 33600.000	  -41.91
 33650.000	  -41.91
 33650.000	  -42.70
 33700.000	  -42.70
 33700.000	  -42.73
 33750.000	  -42.73
 33750.000	  -43.26
 33800.000	  -43.26
 33800.000	  -43.32
 33850.000	  -43.32
 33850.000	  -42.49
 33900.000	  -42.49
 33900.000	  -42.92
 33950.000	  -42.92
 33950.000	  -42.72
 34000.000	  -42.72
 34000.000	  -42.85
 34050.000	  -42.85
 34050.000	  -42.59
 34100.000	  -42.59
 34100.000	  -43.38
 34150.000	  -43.38
 34150.000	  -43.09
 34200.000	  -43.09
 34200.000	  -42.81
 34250.000	  -42.81
 34250.000	  -42.61
 34300.000	  -42.61
 34300.000	  -42.97
 34350.000	  -42.97
 34350.000	  -43.38
 34400.000	  -43.38
 34400.000	  -42.98
 34450.000	  -42.98
 34450.000	  -41.93
 34500.000	  -41.93
 34500.000	  -42.20
 34550.000	  -42.20
 34550.000	  -40.05
 34600.000	  -40.05
 34600.000	  -40.50
 34650.000	  -40.50
 34650.000	  -40.40
 34700.000	  -40.40
 34700.000	  -40.77
 34750.000	  -40.77
 34750.000	  -41.17
 34800.000	  -41.17
 34800.000	  -40.99
 34850.000	  -40.99
 34850.000	  -40.30
 34900.000	  -40.30
 34900.000	  -39.35
 34950.000	  -39.35
 34950.000	  -40.17
 35000.000	  -40.17
 35000.000	  -39.67
 35050.000	  -39.67
 35050.000	  -39.80
 35100.000	  -39.80
 35100.000	  -39.36
 35150.000	  -39.36
 35150.000	  -39.51
 35200.000	  -39.51
 35200.000	  -39.24
 35250.000	  -39.24
 35250.000	  -38.78
 35300.000	  -38.78
 35300.000	  -38.63
 35350.000	  -38.63
 35350.000	  -39.86
 35400.000	  -39.86
 35400.000	  -42.62
 35450.000	  -42.62
 35450.000	  -42.74
 35500.000	  -42.74
 35500.000	  -42.83
 35550.000	  -42.83
 35550.000	  -42.60
 35600.000	  -42.60
 35600.000	  -41.95
 35650.000	  -41.95
 35650.000	  -42.58
 35700.000	  -42.58
 35700.000	  -43.43
 35750.000	  -43.43
 35750.000	  -44.52
 35800.000	  -44.52
 35800.000	  -44.52
 35850.000	  -44.52
 35850.000	  -42.59
 35900.000	  -42.59
 35900.000	  -43.13
 35950.000	  -43.13
 35950.000	  -43.32
 36000.000	  -43.32
 36000.000	  -42.93
 36050.000	  -42.93
 36050.000	  -42.81
 36100.000	  -42.81
 36100.000	  -42.43
 36150.000	  -42.43
 36150.000	  -42.75
 36200.000	  -42.75
 36200.000	  -43.32
 36250.000	  -43.32
 36250.000	  -42.88
 36300.000	  -42.88
 36300.000	  -42.00
 36350.000	  -42.00
 36350.000	  -43.06
 36400.000	  -43.06
 36400.000	  -42.12
 36450.000	  -42.12
 36450.000	  -41.75
 36500.000	  -41.75
 36500.000	  -43.23
 36550.000	  -43.23
 36550.000	  -42.21
 36600.000	  -42.21
 36600.000	  -40.82
 36650.000	  -40.82
 36650.000	  -41.05
 36700.000	  -41.05
 36700.000	  -41.09
 36750.000	  -41.09
 36750.000	  -41.26
 36800.000	  -41.26
 36800.000	  -40.40
 36850.000	  -40.40
 36850.000	  -41.54
 36900.000	  -41.54
 36900.000	  -41.31
 36950.000	  -41.31
 36950.000	  -41.52
 37000.000	  -41.52
 37000.000	  -41.01
 37050.000	  -41.01
 37050.000	  -41.33
 37100.000	  -41.33
 37100.000	  -40.96
 37150.000	  -40.96
 37150.000	  -40.21
 37200.000	  -40.21
 37200.000	  -40.02
 37250.000	  -40.02
 37250.000	  -39.59
 37300.000	  -39.59
 37300.000	  -39.93
 37350.000	  -39.93
 37350.000	  -39.28
 37400.000	  -39.28
 37400.000	  -40.29
 37450.000	  -40.29
 37450.000	  -40.21
 37500.000	  -40.21
 37500.000	  -38.77
 37550.000	  -38.77
 37550.000	  -39.28
 37600.000	  -39.28
 37600.000	  -38.74
 37650.000	  -38.74
 37650.000	  -39.15
 37700.000	  -39.15
 37700.000	  -38.90
 37750.000	  -38.90
 37750.000	  -38.71
 37800.000	  -38.71
 37800.000	  -39.04
 37850.000	  -39.04
 37850.000	  -39.12
 37900.000	  -39.12
 37900.000	  -39.03
 37950.000	  -39.03
 37950.000	  -39.41
 38000.000	  -39.41
 38000.000	  -39.05
 38050.000	  -39.05
 38050.000	  -38.64
 38100.000	  -38.64
 38100.000	  -38.50
 38150.000	  -38.50
 38150.000	  -38.97
 38200.000	  -38.97
 38200.000	  -38.20
 38250.000	  -38.20
 38250.000	  -38.13
 38300.000	  -38.13
 38300.000	  -38.99
 38350.000	  -38.99
 38350.000	  -41.76
 38400.000	  -41.76
 38400.000	  -42.30
 38450.000	  -42.30
 38450.000	  -42.78
 38500.000	  -42.78
 38500.000	  -42.26
 38550.000	  -42.26
 38550.000	  -42.15
 38600.000	  -42.15
 38600.000	  -42.76
 38650.000	  -42.76
 38650.000	  -42.81
 38700.000	  -42.81
 38700.000	  -42.71
 38750.000	  -42.71
 38750.000	  -42.77
 38800.000	  -42.77
 38800.000	  -43.71
 38850.000	  -43.71
 38850.000	  -43.21
 38900.000	  -43.21
 38900.000	  -43.19
 38950.000	  -43.19
 38950.000	  -43.09
 39000.000	  -43.09
 39000.000	  -42.63
 39050.000	  -42.63
 39050.000	  -42.50
 39100.000	  -42.50
 39100.000	  -42.11
 39150.000	  -42.11
 39150.000	  -43.91
 39200.000	  -43.91
 39200.000	  -43.54
 39250.000	  -43.54
 39250.000	  -44.16
 39300.000	  -44.16
 39300.000	  -43.05
 39350.000	  -43.05
 39350.000	  -43.27
 39400.000	  -43.27
 39400.000	  -43.62
 39450.000	  -43.62
 39450.000	  -43.35
 39500.000	  -43.35
 39500.000	  -43.03
 39550.000	  -43.03
 39550.000	  -43.57
 39600.000	  -43.57
 39600.000	  -42.66
 39650.000	  -42.66
 39650.000	  -43.49
 39700.000	  -43.49
 39700.000	  -43.67
 39750.000	  -43.67
 39750.000	  -42.01
 39800.000	  -42.01
 39800.000	  -43.88
 39850.000	  -43.88
 39850.000	  -42.68
 39900.000	  -42.68
 39900.000	  -42.96
 39950.000	  -42.96
 39950.000	  -43.24
 40000.000	  -43.24
 40000.000	  -43.23
 40050.000	  -43.23
 40050.000	  -43.33
 40100.000	  -43.33
 40100.000	  -42.23
 40150.000	  -42.23
 40150.000	  -41.09
 40200.000	  -41.09
 40200.000	  -40.75
 40250.000	  -40.75
 40250.000	  -40.34
 40300.000	  -40.34
 40300.000	  -40.18
 40350.000	  -40.18
 40350.000	  -42.77
 40400.000	  -42.77
 40400.000	  -42.20
 40450.000	  -42.20
 40450.000	  -42.44
 40500.000	  -42.44
 40500.000	  -42.21
 40550.000	  -42.21
 40550.000	  -42.42
 40600.000	  -42.42
 40600.000	  -42.20
 40650.000	  -42.20
 40650.000	  -42.29
 40700.000	  -42.29
 40700.000	  -42.08
 40750.000	  -42.08
 40750.000	  -42.90
 40800.000	  -42.90
 40800.000	  -43.34
 40850.000	  -43.34
 40850.000	  -43.32
 40900.000	  -43.32
 40900.000	  -43.01
 40950.000	  -43.01
 40950.000	  -43.67
 41000.000	  -43.67
 41000.000	  -43.77
 41050.000	  -43.77
 41050.000	  -42.30
 41100.000	  -42.30
 41100.000	  -42.00
 41150.000	  -42.00
 41150.000	  -41.95
 41200.000	  -41.95
 41200.000	  -41.67
 41250.000	  -41.67
 41250.000	  -40.80
 41300.000	  -40.80
 41300.000	  -40.01
 41350.000	  -40.01
 41350.000	  -39.76
 41400.000	  -39.76
 41400.000	  -40.43
 41450.000	  -40.43
 41450.000	  -39.43
 41500.000	  -39.43
 41500.000	  -40.07
 41550.000	  -40.07
 41550.000	  -39.33
 41600.000	  -39.33
 41600.000	  -39.57
 41650.000	  -39.57
 41650.000	  -38.92
 41700.000	  -38.92
 41700.000	  -39.05
 41750.000	  -39.05
 41750.000	  -42.07
 41800.000	  -42.07
 41800.000	  -42.37
 41850.000	  -42.37
 41850.000	  -43.01
 41900.000	  -43.01
 41900.000	  -42.19
 41950.000	  -42.19
 41950.000	  -42.60
 42000.000	  -42.60
 42000.000	  -42.44
 42050.000	  -42.44
 42050.000	  -43.29
 42100.000	  -43.29
 42100.000	  -42.82
 42150.000	  -42.82
 42150.000	  -42.48
 42200.000	  -42.48
 42200.000	  -43.48
 42250.000	  -43.48
 42250.000	  -42.49
 42300.000	  -42.49
 42300.000	  -43.17
 42350.000	  -43.17
 42350.000	  -42.77
 42400.000	  -42.77
 42400.000	  -42.67
 42450.000	  -42.67
 42450.000	  -41.73
 42500.000	  -41.73
 42500.000	  -42.46
 42550.000	  -42.46
 42550.000	  -42.20
 42600.000	  -42.20
 42600.000	  -40.87
 42650.000	  -40.87
 42650.000	  -40.97
 42700.000	  -40.97
 42700.000	  -40.92
 42750.000	  -40.92
 42750.000	  -41.11
 42800.000	  -41.11
 42800.000	  -41.62
 42850.000	  -41.62
 42850.000	  -41.17
 42900.000	  -41.17
 42900.000	  -41.12
 42950.000	  -41.12
 42950.000	  -40.63
 43000.000	  -40.63
 43000.000	  -40.05
 43050.000	  -40.05
 43050.000	  -39.93
 43100.000	  -39.93
 43100.000	  -39.70
 43150.000	  -39.70
 43150.000	  -39.68
 43200.000	  -39.68
 43200.000	  -39.40
 43250.000	  -39.40
 43250.000	  -39.46
 43300.000	  -39.46
 43300.000	  -38.98
 43350.000	  -38.98
 43350.000	  -38.48
 43400.000	  -38.48
 43400.000	  -38.76
 43450.000	  -38.76
 43450.000	  -39.46
 43500.000	  -39.46
 43500.000	  -40.01
 43550.000	  -40.01
 43550.000	  -39.57
 43600.000	  -39.57
 43600.000	  -39.30
 43650.000	  -39.30
 43650.000	  -39.97
 43700.000	  -39.97
 43700.000	  -41.86
 43750.000	  -41.86
 43750.000	  -42.60
 43800.000	  -42.60
 43800.000	  -43.09
 43850.000	  -43.09
 43850.000	  -43.14
 43900.000	  -43.14
 43900.000	  -43.90
 43950.000	  -43.90
 43950.000	  -43.88
 44000.000	  -43.88
 44000.000	  -43.15
 44050.000	  -43.15
 44050.000	  -42.11
 44100.000	  -42.11
 44100.000	  -42.31
 44150.000	  -42.31
 44150.000	  -42.48
 44200.000	  -42.48
 44200.000	  -42.03
 44250.000	  -42.03
 44250.000	  -42.59
 44300.000	  -42.59
 44300.000	  -43.57
 44350.000	  -43.57
 44350.000	  -42.29
 44400.000	  -42.29
 44400.000	  -42.21
 44450.000	  -42.21
 44450.000	  -42.97
 44500.000	  -42.97
 44500.000	  -43.42
 44550.000	  -43.42
 44550.000	  -43.18
 44600.000	  -43.18
 44600.000	  -42.10
 44650.000	  -42.10
 44650.000	  -43.34
 44700.000	  -43.34
 44700.000	  -42.45
 44750.000	  -42.45
 44750.000	  -41.73
 44800.000	  -41.73
 44800.000	  -40.57
 44850.000	  -40.57
 44850.000	  -39.89
 44900.000	  -39.89
 44900.000	  -40.24
 44950.000	  -40.24
 44950.000	  -40.89
 45000.000	  -40.89
 45000.000	  -41.86
 45050.000	  -41.86
 45050.000	  -41.82
 45100.000	  -41.82
 45100.000	  -40.91
 45150.000	  -40.91
 45150.000	  -40.72
 45200.000	  -40.72
 45200.000	  -41.27
 45250.000	  -41.27
 45250.000	  -41.07
 45300.000	  -41.07
 45300.000	  -42.03
 45350.000	  -42.03
 45350.000	  -41.18
 45400.000	  -41.18
 45400.000	  -40.70
 45450.000	  -40.70
 45450.000	  -40.73
 45500.000	  -40.73
 45500.000	  -40.98
 45550.000	  -40.98
 45550.000	  -40.60
 45600.000	  -40.60
 45600.000	  -40.75
 45650.000	  -40.75
 45650.000	  -40.23
 45700.000	  -40.23
 45700.000	  -40.94
 45750.000	  -40.94
 45750.000	  -41.08
 45800.000	  -41.08
 45800.000	  -40.82
 45850.000	  -40.82
 45850.000	  -40.26
 45900.000	  -40.26
 45900.000	  -39.46
 45950.000	  -39.46
 45950.000	  -40.16
 46000.000	  -40.16
 46000.000	  -40.20
 46050.000	  -40.20
 46050.000	  -39.47
 46100.000	  -39.47
 46100.000	  -39.51
 46150.000	  -39.51
 46150.000	  -39.57
 46200.000	  -39.57
 46200.000	  -39.45
 46250.000	  -39.45
 46250.000	  -39.37
 46300.000	  -39.37
 46300.000	  -39.59
 46350.000	  -39.59
 46350.000	  -39.24
 46400.000	  -39.24
 46400.000	  -39.80
 46450.000	  -39.80
 46450.000	  -39.37
 46500.000	  -39.37
 46500.000	  -38.41
 46550.000	  -38.41
 46550.000	  -39.01
 46600.000	  -39.01
 46600.000	  -39.05
 46650.000	  -39.05
 46650.000	  -38.98
 46700.000	  -38.98
 46700.000	  -38.66
 46750.000	  -38.66
 46750.000	  -38.93
 46800.000	  -38.93
 46800.000	  -39.11
 46850.000	  -39.11
 46850.000	  -39.13
 46900.000	  -39.13
 46900.000	  -38.98
 46950.000	  -38.98
 46950.000	  -38.02
 47000.000	  -38.02
 47000.000	  -38.49
 47050.000	  -38.49
 47050.000	  -39.17
 47100.000	  -39.17
 47100.000	  -38.03
 47150.000	  -38.03
 47150.000	  -38.09
 47200.000	  -38.09
 47200.000	  -37.71
 47250.000	  -37.71
 47250.000	  -38.19
 47300.000	  -38.19
 47300.000	  -37.35
 47350.000	  -37.35
 47350.000	  -40.26
 47400.000	  -40.26
 47400.000	  -42.32
 47450.000	  -42.32
 47450.000	  -42.78
 47500.000	  -42.78
 47500.000	  -42.87
 47550.000	  -42.87
 47550.000	  -42.58
 47600.000	  -42.58
 47600.000	  -42.15
 47650.000	  -42.15
 47650.000	  -43.07
 47700.000	  -43.07
 47700.000	  -42.70
 47750.000	  -42.70
 47750.000	  -43.16
 47800.000	  -43.16
 47800.000	  -42.48
 47850.000	  -42.48
 47850.000	  -42.00
 47900.000	  -42.00
 47900.000	  -42.87
 47950.000	  -42.87
 47950.000	  -43.63
 48000.000	  -43.63
 48000.000	  -43.61
 48050.000	  -43.61
 48050.000	  -42.80
 48100.000	  -42.80
 48100.000	  -41.98
 48150.000	  -41.98
 48150.000	  -42.02
 48200.000	  -42.02
 48200.000	  -43.16
 48250.000	  -43.16
 48250.000	  -43.83
 48300.000	  -43.83
 48300.000	  -43.48
 48350.000	  -43.48
 48350.000	  -42.91
 48400.000	  -42.91
 48400.000	  -42.31
 48450.000	  -42.31
 48450.000	  -43.18
 48500.000	  -43.18
 48500.000	  -42.92
 48550.000	  -42.92
 48550.000	  -42.98
 48600.000	  -42.98
 48600.000	  -43.13
 48650.000	  -43.13
 48650.000	  -44.06
 48700.000	  -44.06
 48700.000	  -43.90
 48750.000	  -43.90
 48750.000	  -43.48
 48800.000	  -43.48
 48800.000	  -43.49
 48850.000	  -43.49
 48850.000	  -42.80
 48900.000	  -42.80
 48900.000	  -42.44
 48950.000	  -42.44
 48950.000	  -42.13
 49000.000	  -42.13
 49000.000	  -41.59
 49050.000	  -41.59
 49050.000	  -40.95
 49100.000	  -40.95
 49100.000	  -41.17
 49150.000	  -41.17
 49150.000	  -41.30
 49200.000	  -41.30
 49200.000	  -41.22
 49250.000	  -41.22
 49250.000	  -40.92
 49300.000	  -40.92
 49300.000	  -41.16
 49350.000	  -41.16
 49350.000	  -40.23
 49400.000	  -40.23
 49400.000	  -39.84
 49450.000	  -39.84
 49450.000	  -39.73
 49500.000	  -39.73
 49500.000	  -39.62
 49550.000	  -39.62
 49550.000	  -40.90
 49600.000	  -40.90
 49600.000	  -42.11
 49650.000	  -42.11
 49650.000	  -39.81
 49700.000	  -39.81
 49700.000	  -39.48
 49750.000	  -39.48
 49750.000	  -39.51
 49800.000	  -39.51
 49800.000	  -41.41
 49850.000	  -41.41
 49850.000	  -41.85
 49900.000	  -41.85
 49900.000	  -42.38
 49950.000	  -42.38
 49950.000	  -42.11
 50000.000	  -42.11
 50000.000	  -41.51
 50050.000	  -41.51
 50050.000	  -41.19
 50100.000	  -41.19
 50100.000	  -41.47
 50150.000	  -41.47
 50150.000	  -40.30
 50200.000	  -40.30
 50200.000	  -40.52
 50250.000	  -40.52
 50250.000	  -40.53
 50300.000	  -40.53
 50300.000	  -40.49
 50350.000	  -40.49
 50350.000	  -40.42
 50400.000	  -40.42
 50400.000	  -40.74
 50450.000	  -40.74
 50450.000	  -41.10
 50500.000	  -41.10
 50500.000	  -40.72
 50550.000	  -40.72
 50550.000	  -40.19
 50600.000	  -40.19
 50600.000	  -40.29
 50650.000	  -40.29
 50650.000	  -40.86
 50700.000	  -40.86
 50700.000	  -40.59
 50750.000	  -40.59
 50750.000	  -40.51
 50800.000	  -40.51
 50800.000	  -40.86
 50850.000	  -40.86
 50850.000	  -40.90
 50900.000	  -40.90
 50900.000	  -40.71
 50950.000	  -40.71
 50950.000	  -40.43
 51000.000	  -40.43
 51000.000	  -40.78
 51050.000	  -40.78
 51050.000	  -39.81
 51100.000	  -39.81
 51100.000	  -40.57
 51150.000	  -40.57
 51150.000	  -40.63
 51200.000	  -40.63
 51200.000	  -40.22
 51250.000	  -40.22
 51250.000	  -40.34
 51300.000	  -40.34
 51300.000	  -40.11
 51350.000	  -40.11
 51350.000	  -40.72
 51400.000	  -40.72
 51400.000	  -40.72
 51450.000	  -40.72
 51450.000	  -40.15
 51500.000	  -40.15
 51500.000	  -40.53
 51550.000	  -40.53
 51550.000	  -40.60
 51600.000	  -40.60
 51600.000	  -40.45
 51650.000	  -40.45
 51650.000	  -40.08
 51700.000	  -40.08
 51700.000	  -40.71
 51750.000	  -40.71
 51750.000	  -40.69
 51800.000	  -40.69
 51800.000	  -40.43
 51850.000	  -40.43
 51850.000	  -40.85
 51900.000	  -40.85
 51900.000	  -41.07
 51950.000	  -41.07
 51950.000	  -39.81
 52000.000	  -39.81
 52000.000	  -40.44
 52050.000	  -40.44
 52050.000	  -39.80
 52100.000	  -39.80
 52100.000	  -40.67
 52150.000	  -40.67
 52150.000	  -41.01
 52200.000	  -41.01
 52200.000	  -41.04
 52250.000	  -41.04
 52250.000	  -41.39
 52300.000	  -41.39
 52300.000	  -40.26
 52350.000	  -40.26
 52350.000	  -39.11
 52400.000	  -39.11
 52400.000	  -39.27
 52450.000	  -39.27
 52450.000	  -39.79
 52500.000	  -39.79
 52500.000	  -39.96
 52550.000	  -39.96
 52550.000	  -39.87
 52600.000	  -39.87
 52600.000	  -39.04
 52650.000	  -39.04
 52650.000	  -39.42
 52700.000	  -39.42
 52700.000	  -39.91
 52750.000	  -39.91
 52750.000	  -39.44
 52800.000	  -39.44
 52800.000	  -39.31
 52850.000	  -39.31
 52850.000	  -38.84
 52900.000	  -38.84
 52900.000	  -38.83
 52950.000	  -38.83
 52950.000	  -39.74
 53000.000	  -39.74
 53000.000	  -39.24
 53050.000	  -39.24
 53050.000	  -39.99
 53100.000	  -39.99
 53100.000	  -39.42
 53150.000	  -39.42
 53150.000	  -38.77
 53200.000	  -38.77
 53200.000	  -39.48
 53250.000	  -39.48
 53250.000	  -38.96
 53300.000	  -38.96
 53300.000	  -39.87
 53350.000	  -39.87
 53350.000	  -39.66
 53400.000	  -39.66
 53400.000	  -39.55
 53450.000	  -39.55
 53450.000	  -39.59
 53500.000	  -39.59
 53500.000	  -39.24
 53550.000	  -39.24
 53550.000	  -39.27
 53600.000	  -39.27
 53600.000	  -39.56
 53650.000	  -39.56
 53650.000	  -39.21
 53700.000	  -39.21
 53700.000	  -39.31
 53750.000	  -39.31
 53750.000	  -38.90
 53800.000	  -38.90
 53800.000	  -39.49
 53850.000	  -39.49
 53850.000	  -39.47
 53900.000	  -39.47
 53900.000	  -39.38
 53950.000	  -39.38
 53950.000	  -38.73
 54000.000	  -38.73
 54000.000	  -38.83
 54050.000	  -38.83
 54050.000	  -39.50
 54100.000	  -39.50
 54100.000	  -38.51
 54150.000	  -38.51
 54150.000	  -39.35
 54200.000	  -39.35
 54200.000	  -38.88
 54250.000	  -38.88
 54250.000	  -38.86
 54300.000	  -38.86
 54300.000	  -39.03
 54350.000	  -39.03
 54350.000	  -38.74
 54400.000	  -38.74
 54400.000	  -38.44
 54450.000	  -38.44
 54450.000	  -39.24
 54500.000	  -39.24
 54500.000	  -39.37
 54550.000	  -39.37
 54550.000	  -39.10
 54600.000	  -39.10
 54600.000	  -38.55
 54650.000	  -38.55
 54650.000	  -38.03
 54700.000	  -38.03
 54700.000	  -37.92
 54750.000	  -37.92
 54750.000	  -39.91
 54800.000	  -39.91
 54800.000	  -40.86
 54850.000	  -40.86
 54850.000	  -38.87
 54900.000	  -38.87
 54900.000	  -38.79
 54950.000	  -38.79
 54950.000	  -38.81
 55000.000	  -38.81
 55000.000	  -39.14
 55050.000	  -39.14
 55050.000	  -40.65
 55100.000	  -40.65
 55100.000	  -42.52
 55150.000	  -42.52
 55150.000	  -42.87
 55200.000	  -42.87
 55200.000	  -42.52
 55250.000	  -42.52
 55250.000	  -42.80
 55300.000	  -42.80
 55300.000	  -42.88
 55350.000	  -42.88
 55350.000	  -43.53
 55400.000	  -43.53
 55400.000	  -42.70
 55450.000	  -42.70
 55450.000	  -42.46
 55500.000	  -42.46
 55500.000	  -42.74
 55550.000	  -42.74
 55550.000	  -42.29
 55600.000	  -42.29
 55600.000	  -42.20
 55650.000	  -42.20
 55650.000	  -41.63
 55700.000	  -41.63
